Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
171.0	[2M-H]-	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"875","main.cluster index_upperinput":"875"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	317.7000	317.7000	0	N/A	N/A	1252224.5161804347	126	875	137	289.058	126	-575.1370	-1	577.1370	1252224.5161804347
 	 	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"232","main.cluster index_upperinput":"232"}	This Node is a Singleton	N/A	N/A	N/A	 	316.9000	316.9000	0	N/A	N/A	1008846.3112411473	124	232	-1	 	124	-287.0720	-1	289.0720	1008846.3112411473
172.0	[3M-H+Cl]2-	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"787","main.cluster index_upperinput":"787"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C28H24O16/c1-8-19(35)23(39)26(43-27(40)10-4-15(33)21(37)16(34)5-10)28(41-8)44-25-22(38)18-12(30)6-11(29)7-17(18)42-24(25)9-2-13(31)20(36)14(32)3-9/h2-8,19,23,26,28-37,39H,1H3/t8-,19-,23+,26+,28-/m0/s1	NCGC00385142-01![(2S,3R,4R,5R,6S)-2-[5,7-dihydroxy-4-oxo-2-(3,4,5-trihydroxyphenyl)chromen-3-yl]oxy-4,5-dihydroxy-6-methyloxan-3-yl] 3,4,5-trihydroxybenzoate	0.8312229999999999	 	319.0000	319.0000	0	C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C(O)=C4)[C@H](OC(=O)C5=CC(O)=C(O)C(O)=C5)[C@H](O)[C@H]1O	CCMSLIB00000845232	653115.701244127	17	787	48	332.0452	17	-513.0520	-1	515.0520	653115.701244127
 	 	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"223","main.cluster index_upperinput":"223"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=76&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	319.5000	319.5000	0	N/A	N/A	323578.80116362096	35	223	76	 	35	-285.0200	-1	287.0200	323578.80116362096
 	 	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"604","main.cluster index_upperinput":"604"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=84&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	316.5000	316.5000	0	N/A	N/A	320973.05522334995	67	604	84	 	67	-423.0890	-1	425.0890	320973.05522334995
172.0	[M+Cl]-	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"455","main.cluster index_upperinput":"455"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	320.5000	320.5000	0	N/A	N/A	242149.4970694386	13	455	9	332.0452	13	-365.0130	-1	367.0130	242149.4970694386
171.0	[M-H]-	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"228","main.cluster index_upperinput":"228"}	This Node is a Singleton	N/A	N/A	N/A	 	321.1000	321.1000	0	N/A	N/A	126706.86681610496	6	228	-1	289.058	6	-286.0460	-1	288.0460	126706.86681610496
 	 	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"835","main.cluster index_upperinput":"835"}	This Node is a Singleton	N/A	N/A	N/A	 	316.8000	316.8000	0	N/A	N/A	123252.79238378504	12	835	-1	 	12	-559.1430	-1	561.1430	123252.79238378504
 	 	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"135","main.cluster index_upperinput":"135"}	This Node is a Singleton	N/A	N/A	N/A	 	320.0000	320.0000	0	N/A	N/A	103938.84493693567	15	135	-1	 	15	-232.1500	-1	234.1500	103938.84493693567
 	 	87	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"64","main.cluster index_upperinput":"64"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	317.1000	317.1000	0	N/A	N/A	84095.95796679465	9	64	7	 	9	-170.9910	-1	172.9910	84095.95796679465
 	 	88	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"960","main.cluster index_upperinput":"960"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=40&task=a01316aea6d8420bb67d2b41576556d3&show=true	 	Procyanidin trimer	0.842541	 	453.7000	453.7000	0	 	CCMSLIB00010128636	678283.4350537567	20	960	40	 	20	-613.1010	-1	615.1010	678283.4350537567
 	 	88	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"962","main.cluster index_upperinput":"962"}	This Node is a Singleton	N/A	N/A	N/A	 	454.2000	454.2000	0	N/A	N/A	97187.62662723438	12	962	-1	 	12	-614.1030	-1	616.1030	97187.62662723438
 	 	88	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"915","main.cluster index_upperinput":"915"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C27H30O15/c1-9-17(31)20(34)22(36)26(39-9)38-8-15-18(32)21(35)23(37)27(41-15)42-25-19(33)16-13(30)6-12(29)7-14(16)40-24(25)10-2-4-11(28)5-3-10/h2-7,9,15,17-18,20-23,26-32,34-37H,8H2,1H3/t9-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1	nicotiflorin	0.777207	 	454.6000	454.6000	0	N/A	CCMSLIB00004718578	85834.9771853609	11	915	83	 	11	-589.1390	-1	591.1390	85834.9771853609
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"406","main.cluster index_upperinput":"406"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	557.3000	557.3000	0	N/A	N/A	874600.3321000717	15	406	124	 	15	-340.0740	-1	342.0740	874600.3321000717
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"438","main.cluster index_upperinput":"438"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=54&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	556.4000	556.4000	0	N/A	N/A	627466.2481368739	33	438	54	 	33	-355.3760	-1	357.3760	627466.2481368739
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"612","main.cluster index_upperinput":"612"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	556.8000	556.8000	0	N/A	N/A	289421.9546222063	14	612	20	 	14	-425.1410	-1	427.1410	289421.9546222063
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"758","main.cluster index_upperinput":"758"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=135&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	556.5000	556.5000	0	N/A	N/A	173131.29460439336	6	758	135	 	6	-495.2690	-1	497.2690	173131.29460439336
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"411","main.cluster index_upperinput":"411"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	557.0000	557.0000	0	N/A	N/A	157513.03866595868	21	411	8	 	21	-341.0790	-1	343.0790	157513.03866595868
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"409","main.cluster index_upperinput":"409"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	558.1000	558.1000	0	N/A	N/A	72995.9452749495	10	409	8	 	10	-340.3100	-1	342.3100	72995.9452749495
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1163","main.cluster index_upperinput":"1163"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	558.7000	558.7000	0	N/A	N/A	58877.56899476406	12	1163	14	 	12	-925.0210	-1	927.0210	58877.56899476406
 	 	89	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"615","main.cluster index_upperinput":"615"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	556.9000	556.9000	0	N/A	N/A	48797.905957199764	12	615	32	 	12	-426.1450	-1	428.1450	48797.905957199764
 	 	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1171","main.cluster index_upperinput":"1171"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	282.1000	282.1000	0	N/A	N/A	730498.4956984898	9	1171	31	 	9	-949.3170	-1	951.3170	730498.4956984898
 	 	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"717","main.cluster index_upperinput":"717"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	280.5000	280.5000	0	N/A	N/A	625313.4532103853	24	717	28	 	24	-465.0820	-1	467.0820	625313.4532103853
173.0	[M+Cl]-	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"307","main.cluster index_upperinput":"307"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=165&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	284.4000	284.4000	0	N/A	N/A	474959.44008612144	24	307	165	271.99	24	-304.9650	-1	306.9650	474959.44008612144
174.0	[M+Cl]-	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"715","main.cluster index_upperinput":"715"}	This Node is a Singleton	N/A	N/A	N/A	 	288.0000	288.0000	0	N/A	N/A	327901.0301308373	16	715	-1	431.0664	16	-464.0310	-1	466.0310	327901.0301308373
 	 	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"77","main.cluster index_upperinput":"77"}	This Node is a Singleton	N/A	N/A	N/A	 	279.9000	279.9000	0	N/A	N/A	225388.8477770941	7	77	-1	 	7	-186.8430	-1	188.8430	225388.8477770941
 	 	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"21","main.cluster index_upperinput":"21"}	This Node is a Singleton	N/A	N/A	N/A	 	287.2000	287.2000	0	N/A	N/A	165933.8933266458	14	21	-1	 	14	-131.0130	-1	133.0130	165933.8933266458
 	 	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"16","main.cluster index_upperinput":"16"}	This Node is a Singleton	N/A	N/A	N/A	 	280.3000	280.3000	0	N/A	N/A	158125.63556186855	7	16	-1	 	7	-124.8390	-1	126.8390	158125.63556186855
174.0	[M-H+NH3]-	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"663","main.cluster index_upperinput":"663"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	278.3000	278.3000	0	N/A	N/A	150775.2253945971	15	663	99	431.0664	15	-445.0960	-1	447.0960	150775.2253945971
175.0	[3M-H+Cl]2-	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1111","main.cluster index_upperinput":"1111"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	281.4000	281.4000	0	N/A	N/A	145473.53366883326	9	1111	2	544.1425	9	-831.2110	-1	833.2110	145473.53366883326
 	 	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"130","main.cluster index_upperinput":"130"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	277.6000	277.6000	0	N/A	N/A	122247.16707504199	15	130	36	 	15	-230.1350	-1	232.1350	122247.16707504199
 	 	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"529","main.cluster index_upperinput":"529"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=66&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	279.4000	279.4000	0	N/A	N/A	88835.31102938183	25	529	66	 	25	-399.1480	-1	401.1480	88835.31102938183
175.0	[M-H]-	90	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"822","main.cluster index_upperinput":"822"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=49&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	280.9000	280.9000	0	N/A	N/A	87670.92417726327	10	822	49	544.1425	10	-541.1320	-1	543.1320	87670.92417726327
176.0	[M+Cl]-	91	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1026","main.cluster index_upperinput":"1026"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	414.0000	414.0000	0	N/A	N/A	1206856.5070420397	15	1026	31	692.1579	15	-725.1180	-1	727.1180	1206856.5070420397
 	 	91	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1029","main.cluster index_upperinput":"1029"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	414.1000	414.1000	0	N/A	N/A	386743.727298592	14	1029	31	 	14	-726.1200	-1	728.1200	386743.727298592
176.0	[M-2H+K]-	91	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1030","main.cluster index_upperinput":"1030"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	414.5000	414.5000	0	N/A	N/A	65411.63052933831	9	1030	31	692.1579	9	-727.1250	-1	729.1250	65411.63052933831
 	 	94	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1116","main.cluster index_upperinput":"1116"}	This Node is a Singleton	N/A	N/A	N/A	 	607.0000	607.0000	0	N/A	N/A	404993.5846482396	10	1116	-1	 	10	-834.5930	-1	836.5930	404993.5846482396
 	 	94	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1119","main.cluster index_upperinput":"1119"}	This Node is a Singleton	N/A	N/A	N/A	 	606.0000	606.0000	0	N/A	N/A	341346.17193675763	34	1119	-1	 	34	-835.3950	-1	837.3950	341346.17193675763
 	 	94	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1120","main.cluster index_upperinput":"1120"}	This Node is a Singleton	N/A	N/A	N/A	 	607.5000	607.5000	0	N/A	N/A	220747.8972841274	8	1120	-1	 	8	-835.6330	-1	837.6330	220747.8972841274
 	 	94	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1121","main.cluster index_upperinput":"1121"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C27H30O15/c1-9-17(32)20(35)21(36)26(38-9)41-24-18(33)15(8-28)40-27(22(24)37)42-25-19(34)16-13(31)6-12(30)7-14(16)39-23(25)10-2-4-11(29)5-3-10/h2-7,9,15,17-18,20-22,24,26-33,35-37H,8H2,1H3/t9-,15+,17-,18+,20+,21+,22+,24-,26-,27-/m0/s1	3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	0.9713280000000001	 	606.1000	606.1000	0	N/A	CCMSLIB00004718765	97080.09298174107	27	1121	2	 	27	-836.4000	-1	838.4000	97080.09298174107
 	 	94	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1118","main.cluster index_upperinput":"1118"}	This Node is a Singleton	N/A	N/A	N/A	 	606.7000	606.7000	0	N/A	N/A	87511.27778183574	6	1118	-1	 	6	-834.9570	-1	836.9570	87511.27778183574
 	 	95	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"85","main.cluster index_upperinput":"85"}	This Node is a Singleton	N/A	N/A	N/A	 	315.8000	315.8000	0	N/A	N/A	1216884.516616676	50	85	-1	 	50	-189.0550	-1	191.0550	1216884.516616676
 	 	95	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"17","main.cluster index_upperinput":"17"}	This Node is a Singleton	N/A	N/A	N/A	 	314.2000	314.2000	0	N/A	N/A	49639.547243678586	5	17	-1	 	5	-124.8360	-1	126.8360	49639.547243678586
 	 	97	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"389","main.cluster index_upperinput":"389"}	This Node is a Singleton	N/A	N/A	N/A	 	614.0000	614.0000	0	N/A	N/A	476224.886912086	16	389	-1	 	16	-333.0930	-1	335.0930	476224.886912086
 	 	97	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1166","main.cluster index_upperinput":"1166"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	615.8000	615.8000	0	N/A	N/A	314782.58081016777	12	1166	14	 	12	-936.5150	-1	938.5150	314782.58081016777
 	 	97	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1169","main.cluster index_upperinput":"1169"}	This Node is a Singleton	N/A	N/A	N/A	 	615.9000	615.9000	0	N/A	N/A	215039.43393237615	6	1169	-1	 	6	-937.7420	-1	939.7420	215039.43393237615
 	 	97	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1167","main.cluster index_upperinput":"1167"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	615.8000	615.8000	0	N/A	N/A	131873.22703538858	8	1167	10	 	8	-937.0620	-1	939.0620	131873.22703538858
 	 	97	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1168","main.cluster index_upperinput":"1168"}	This Node is a Singleton	N/A	N/A	N/A	 	615.6000	615.6000	0	N/A	N/A	89246.6499411244	12	1168	-1	 	12	-937.5210	-1	939.5210	89246.6499411244
 	 	97	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"859","main.cluster index_upperinput":"859"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	614.1000	614.1000	0	N/A	N/A	66013.61067883545	11	859	99	 	11	-571.1990	-1	573.1990	66013.61067883545
