id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
1391_all_features_Matched_for_GNPS_msLevel2retentionTime546.47904scanNum143	C38H54N4O11	[M - H]-	C38H54N4O11	Alkaloids	0.406380385	Oligopeptides	0.341587454	Cyclic peptides	0.476061642	Alpha amino acids and derivatives	0.605790436	Amino acids and derivatives	0.794854164	"Amino acids, peptides, and analogues"	0.80780232	Carboxylic acids and derivatives	0.972217679	Organic acids and derivatives	0.990854025	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1036
890_all_features_Matched_for_GNPS_msLevel2retentionTime347.17002scanNum926	C38H78O13	[M - H]-	C38H78O13	Terpenoids	0.550787568	Steroids	0.437304527	Spirostane steroids	0.225976706	O-glycosyl compounds	0.981752396	Glycosyl compounds	0.981489837	Carbohydrates and carbohydrate conjugates	0.99138099	Organooxygen compounds	0.999687314	Organic oxygen compounds	0.999403477	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT1038
331_all_features_Matched_for_GNPS_msLevel2retentionTime344.74602scanNum340	C27H29N13O13	[M - H]-	C27H29N13O13	Shikimates and Phenylpropanoids	0.909788072	Flavonoids	0.931921244	Flavonols	0.929862261	Flavonoid-3-O-glycosides	0.925062478	Flavonoid O-glycosides	0.954344094	Flavonoid glycosides	0.96476692	Flavonoids	0.989744961	Phenylpropanoids and polyketides	0.981274784	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Benzenediols; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT1039
373_all_features_Matched_for_GNPS_msLevel2retentionTime342.942scanNum384	C30H37N3O19	[M - H]-	C30H37N3O19	Shikimates and Phenylpropanoids	0.791126251	Flavonoids	0.637821436	Flavonols	0.517232716	Flavonoid-3-O-glycosides	0.55340606	Flavonoid O-glycosides	0.423383802	Flavonoid glycosides	0.582275033	Flavonoids	0.660369873	Phenylpropanoids and polyketides	0.971750379	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Flavonoids; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Benzenediols; Hydroxycinnamic acids and derivatives; Disaccharides; Flavones; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavonoid-3-O-glycosides; Vinylogous acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	FT1039
687_all_features_Matched_for_GNPS_msLevel2retentionTime344.96604scanNum714	C30H37N3O19	[M - H]-	C30H37N3O19	Shikimates and Phenylpropanoids	0.788737118	Flavonoids	0.641081095	Flavonols	0.541308224	Flavonoid-3-O-glycosides	0.550098062	Flavonoid O-glycosides	0.43014127	Flavonoid glycosides	0.58586216	Flavonoids	0.659282029	Phenylpropanoids and polyketides	0.968587935	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Flavonoids; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Benzenediols; Hydroxycinnamic acids and derivatives; Disaccharides; Flavones; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavonoid-3-O-glycosides; Vinylogous acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	FT1039
1000_all_features_Matched_for_GNPS_msLevel2retentionTime547.10502scanNum103	C40H57NO12	[M - H]-	C40H57NO12	Alkaloids	0.593161702	Pseudoalkaloids (transamidation)	0.475833178	Steroidal alkaloids	0.803889215	Steroidal saponins	0.782406151	Steroidal saponins	0.782406151	Steroidal glycosides	0.848282218	Steroids and steroid derivatives	0.901654363	Lipids and lipid-like molecules	0.966534257	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Piperidines; Ethers; Steroids and steroid derivatives; Prenol lipids; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Hemiaminals; Cyclic alcohols and derivatives; Hydroxysteroids; Diterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Spirosolanes and derivatives; Diterpene glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Azasteroids and derivatives; Steroidal saponins; Amines; Secondary amines; Alkanolamines; Steroidal alkaloids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT1040
1057_all_features_Matched_for_GNPS_msLevel2retentionTime547.24104scanNum109	C40H57NO12	[M - H]-	C40H57NO12	Terpenoids	0.716470838	Steroids	0.618006408	Cardenolides	0.535355628	Cardenolide glycosides and derivatives	0.536815345	Cardenolides and derivatives	0.566613078	Steroid lactones	0.658059597	Steroids and steroid derivatives	0.878960907	Lipids and lipid-like molecules	0.940582752	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Hexoses; Monosaccharides; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Butenolides; Polyols; Amines; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1040
1392_all_features_Matched_for_GNPS_msLevel2retentionTime546.47904scanNum143	C35H58N3O12P	[M - H]-	C35H58N3O12P	Terpenoids	0.502869189	Steroids	0.667396367	Cardenolides	0.702640235	Cardenolide glycosides and derivatives	0.606585741	Cardenolides and derivatives	0.632437527	Steroid lactones	0.653545976	Steroids and steroid derivatives	0.673973441	Lipids and lipid-like molecules	0.830213308	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; Polyols; Amines; Carboximidamides; Aminosaccharides; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1040
1190_all_features_Matched_for_GNPS_msLevel2retentionTime633.354scanNum1229	C42H63N5O7	[M - H]-	C42H63N5O7	Amino acids and Peptides	0.430315256	Oligopeptides	0.465761662	Cyclic peptides	0.302904457	Alpha amino acids and derivatives	0.518794417	Amino acids and derivatives	0.799311638	"Amino acids, peptides, and analogues"	0.824242711	Carboxylic acids and derivatives	0.993247271	Organic acids and derivatives	0.999052107	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1043
1393_all_features_Matched_for_GNPS_msLevel2retentionTime497.53002scanNum143	C37H56O16	[M - H]-	C37H56O16	Terpenoids	0.91045475	Steroids	0.935937762	Cardenolides	0.961614132	Cardenolide glycosides and derivatives	0.712531745	Cardenolides and derivatives	0.701222658	Steroid lactones	0.835687101	Steroids and steroid derivatives	0.874951065	Lipids and lipid-like molecules	0.960180223	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Aldehydes; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Dialkyl ethers; Oxosteroids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Disaccharides; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; Polyols; 19-oxosteroids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities"	FT1045
1418_all_features_Matched_for_GNPS_msLevel2retentionTime496.88598scanNum145	C38H52N4O12	[M - H]-	C38H52N4O12	Terpenoids	0.133168191	Oligopeptides	0.4360677	Cyclic peptides	0.216298118	Cyclic peptides	0.546045363	Peptides	0.249539986	"Amino acids, peptides, and analogues"	0.493826568	Carboxylic acids and derivatives	0.930290699	Organic acids and derivatives	0.965618074	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	FT1045
1435_all_features_Matched_for_GNPS_msLevel2retentionTime498.20496scanNum147	C28H48N14O11	[M - H]-	C28H48N14O11	Amino acids and Peptides	0.69061178	Oligopeptides	0.681541026	Cyclic peptides	0.631808639	Cyclic peptides	0.615111649	Peptides	0.564166903	"Amino acids, peptides, and analogues"	0.89111203	Carboxylic acids and derivatives	0.932851255	Organic acids and derivatives	0.944402635	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Cyclic peptides; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"	FT1045
1394_all_features_Matched_for_GNPS_msLevel2retentionTime497.988scanNum1435	C44H92N4O5	[M - H]-	C44H92N4O5	Alkaloids	0.592095256	Tryptophan alkaloids	0.597337782	Ceramides	0.286636323	Amino acids and derivatives	0.767258525	Amino acids and derivatives	0.767258525	"Amino acids, peptides, and analogues"	0.782965302	Carboxylic acids and derivatives	0.918731153	Organic acids and derivatives	0.965948284	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Piperidines; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Alkanolamines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1046
1395_all_features_Matched_for_GNPS_msLevel2retentionTime497.53002scanNum143	C25H55N7O19	[M - H]-	C25H55N7O19	Carbohydrates	0.955047786	Polyols	0.746279836	Aminoglycosides	0.851584435	"4,5-disubstituted 2-deoxystreptamines"	0.613936484	Aminosaccharides	0.997487903	Carbohydrates and carbohydrate conjugates	0.999915004	Organooxygen compounds	0.999994636	Organic oxygen compounds	0.999934435	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Aminocyclitol glycosides; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; 4,5-disubstituted 2-deoxystreptamines; 4,6-disubstituted 2-deoxystreptamines; 2-deoxystreptamine aminoglycosides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1048
1285_all_features_Matched_for_GNPS_msLevel2retentionTime578.364scanNum1326	C41H67NO12	[M - H]-	C41H67NO12	Terpenoids	0.641132534	Triterpenoids	0.717415571	Oleanane triterpenoids	0.498198003	Triterpenoids	0.756916165			Triterpenoids	0.756916165	Prenol lipids	0.501686633	Lipids and lipid-like molecules	0.721649826	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Triterpenoids; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT1052
1193_all_features_Matched_for_GNPS_msLevel2retentionTime578.88198scanNum123	C38H70O15	[M - H]-	C38H70O15	Fatty acids	0.579158723	Fatty acyl glycosides	0.718974888	Sophorolipids	0.483178735	Alkyl glycosides	0.587430894	Alkyl glycosides	0.587430894	Fatty acyl glycosides	0.667129815	Fatty Acyls	0.815032363	Lipids and lipid-like molecules	0.951809108	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT1055
1250_all_features_Matched_for_GNPS_msLevel2retentionTime579.80298scanNum129	C38H70O15	[M - H]-	C38H70O15	Fatty acids	0.621990383	Fatty acyl glycosides	0.712268531	Sophorolipids	0.814509571	Fatty acyl glycosides of mono- and disaccharides	0.62422055	Fatty acyl glycosides of mono- and disaccharides	0.62422055	Fatty acyl glycosides	0.69489193	Fatty Acyls	0.865511537	Lipids and lipid-like molecules	0.976225972	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT1055
1288_all_features_Matched_for_GNPS_msLevel2retentionTime577.62scanNum1329	C43H65N3O9	[M - H]-	C43H65N3O9	Polyketides	0.638492703	Macrolides	0.491582751	Drimane sesquiterpenoids	0.215528935	Amino acids and derivatives	0.815497935	Amino acids and derivatives	0.815497935	"Amino acids, peptides, and analogues"	0.830996692	Carboxylic acids and derivatives	0.990354776	Organic acids and derivatives	0.998576522	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1056
1464_all_features_Matched_for_GNPS_msLevel2retentionTime568.48602scanNum150	C35H60N10O8S	[M - H]-	C35H60N10O8S	Amino acids and Peptides	0.845842719	Small peptides	0.576337576	Tripeptides	0.588569224	Oligopeptides	0.573971629	Peptides	0.991633534	"Amino acids, peptides, and analogues"	0.997494221	Carboxylic acids and derivatives	0.99750489	Organic acids and derivatives	0.999925494	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"	FT1057
1501_all_features_Matched_for_GNPS_msLevel2retentionTime566.40702scanNum154	C37H60N6O12	[M - H]-	C37H60N6O12	Amino acids and Peptides	0.7819767	Oligopeptides	0.887546003	Cyclic peptides	0.877480567	Cyclic depsipeptides	0.785849452	Cyclic depsipeptides	0.785849452	Depsipeptides	0.713563323	Peptidomimetics	0.691254616	Organic acids and derivatives	0.999768674	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Macrolides and analogues; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Polyols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT1057
1535_all_features_Matched_for_GNPS_msLevel2retentionTime566.61498scanNum157	C41H64O14	[M - H]-	C41H64O14	Terpenoids	0.970406473	Steroids	0.965723217	Cardenolides	0.991420865	Cardenolide glycosides and derivatives	0.925364852	Cardenolides and derivatives	0.919002712	Steroid lactones	0.949853539	Steroids and steroid derivatives	0.977602303	Lipids and lipid-like molecules	0.993396401	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Oligosaccharides; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; 12-hydroxysteroids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities"	FT1057
1565_all_features_Matched_for_GNPS_msLevel2retentionTime568.311scanNum1606	C41H64O14	[M - H]-	C41H64O14	Terpenoids	0.964015901	Steroids	0.956231773	Cardenolides	0.9855721	Cardenolide glycosides and derivatives	0.915562928	Cardenolides and derivatives	0.902380347	Steroid lactones	0.926507592	Steroids and steroid derivatives	0.967695057	Lipids and lipid-like molecules	0.990289509	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Oligosaccharides; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; 12-hydroxysteroids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities"	FT1057
